Date,Headline,Positive,Negative,Neutral
2010-01-07,Warner seals DVD deal with Netflix,0.6599356532096863,0.015979507938027382,0.3240847885608673
2010-01-28,Netflix shares leap 10%,0.4939289093017578,0.027924001216888428,0.47814711928367615
2010-05-05,Seagate media player gets flexible with Netflix,0.7595464587211609,0.011273887939751148,0.2291797250509262
2010-08-10,Netflix in streaming deal with pay-TV,0.19158200919628143,0.011374150402843952,0.7970439195632935
2010-12-09,Netflix challenge to traditional TV,0.1256662756204605,0.02492579072713852,0.8494079113006592
2011-01-28,Netflix on a roll as streaming catches on,0.18441241979599,0.17171093821525574,0.6438766717910767
2011-02-02,Amazon preparing Netflix rival,0.02743867225944996,0.022264210507273674,0.9502971172332764
2011-03-16,Netflix in talks over political drama,0.06335264444351196,0.4736228883266449,0.46302440762519836
2011-03-16,Further reading: LivingSocial in funding talks and Netflix plans original content,0.10077060759067535,0.014309536665678024,0.8849198222160339
2011-03-25,Showtime and Starz alter Netflix deals,0.021873939782381058,0.06855174899101257,0.9095742702484131
2011-04-26,New subscribers help Netflix to double profits,0.9396553635597229,0.012190732173621655,0.048153817653656006
2011-05-09,Netflix pushes into Latin America,0.3030226230621338,0.012639027088880539,0.6843383312225342
2011-05-18,Further reading: Netflix leads US internet traffic and LinkedIn raises IPO target,0.48099106550216675,0.022892119362950325,0.49611687660217285
2011-07-05,Netflix sets Latin American expansion,0.05503558740019798,0.019404301419854164,0.9255601763725281
2011-07-13,Netflix’s plot-twist in movie rentals,0.04214579612016678,0.04980234429240227,0.9080519080162048
2011-07-25,Netflix falls on subscription warning,0.010560794733464718,0.945555567741394,0.04388366639614105
2011-07-26,Netflix drops 10 per cent on price rise warning,0.018836218863725662,0.9508525133132935,0.030311299487948418
2011-07-27,Netflix shares continue fall on Walmart news,0.007960809394717216,0.9692538380622864,0.0227853674441576
2011-07-28,Correction: Netflix,0.028628218919038773,0.2060195654630661,0.7653522491455078
2011-09-01,Setback for Netflix as Starz ends talks,0.0275453832000494,0.952101469039917,0.020353136584162712
2011-09-05,Netflix to test Brazilian broadband,0.2147476077079773,0.009236548095941544,0.7760157585144043
2011-09-15,Subscriber cancellations strike Netflix,0.00870000571012497,0.9533333778381348,0.037966709583997726
2011-09-15,"Netflix: valuation, not pricing, that's dubious",0.04449870437383652,0.025079159066081047,0.9304221272468567
2011-09-19,Netflix splits DVD and streaming businesses,0.028061214834451675,0.02111162059009075,0.9508271813392639
2011-09-19,Netflix to split DVD and web services,0.05621581897139549,0.01125385332852602,0.9325302839279175
2011-09-19,Netflix to split movie and DVD business,0.026643775403499603,0.027889203280210495,0.9454670548439026
2011-09-19,Netflix /Qwikster: silver screen magic,0.11712852865457535,0.018635418266057968,0.864236056804657
2011-09-20,Netflix hit by investor confidence,0.042574331164360046,0.8638958930969238,0.09352968633174896
2011-09-26,Netflix to announce DreamWorks deal,0.04668295755982399,0.02699960581958294,0.9263173937797546
2011-10-10,Netflix,0.08468551933765411,0.057275377213954926,0.8580390810966492
2011-10-11,Netflix drops plans to split DVD and online,0.018997961655259132,0.7808581590652466,0.20014384388923645
2011-10-24,Netflix: film noir,0.02360251173377037,0.06261365860700607,0.913783848285675
2011-10-25,Netflix down 40% as subscribers drop,0.00801414530724287,0.9717566967010498,0.020229186862707138
2011-10-25,Netflix set to launch UK service in 2012,0.08257745951414108,0.011251985095441341,0.9061704874038696
2011-10-25,Netflix shares hit by subscriber woes,0.010946054942905903,0.9633094072341919,0.02574460208415985
2011-10-25,Netflix: live streaming turns to live drowning,0.044856783002614975,0.025572851300239563,0.9295703172683716
2011-10-25,Netflix rules out reversing price rise,0.02057516947388649,0.06587345153093338,0.913551390171051
2011-10-25,Netflix plunges 35% as subscribers fade away,0.009388936683535576,0.9693548679351807,0.021256232634186745
2011-10-25,Netflix down 25% as subscribers drop,0.008247427642345428,0.9715055823326111,0.02024688571691513
2011-11-07,Media industry cashes in on Netflix deals,0.8664294481277466,0.013715147972106934,0.1198553666472435
2011-11-22,TCV takes half of Netflix’s $400m raising,0.026841813698410988,0.027979370206594467,0.9451788663864136
2011-11-23,Netflix fundraising sets negative tone,0.015586869791150093,0.8543446063995361,0.1300685554742813
2012-01-09,Netflix and Lovefilm begin price war,0.04898351803421974,0.032888803631067276,0.918127715587616
2012-01-11,Netflix – one to watch for investors?,0.057847827672958374,0.023398930206894875,0.9187532067298889
2012-01-26,Netflix climbs on global prospects,0.9006015658378601,0.03879363089799881,0.06060490757226944
2012-01-26,Time Warner / Netflix,0.03015017695724964,0.032817721366882324,0.937032163143158
2012-01-26,Netflix’s UK launch ‘greatly exceeded expectations’,0.9379702806472778,0.013876705430448055,0.04815299063920975
2012-01-26,Netflix subscriber numbers recovering,0.0277735386043787,0.04005417600274086,0.9321722984313965
2012-02-06,Verizon and Coinstar to challenge Netflix,0.16933393478393555,0.010624600574374199,0.8200414776802063
2012-02-21,Comcast adds Netflix-style streaming service,0.18127937614917755,0.011324561201035976,0.8073961138725281
2012-03-08,Netflix aims to secure TV movie rights,0.49355804920196533,0.007554337382316589,0.4988876283168793
2012-03-14,Pay-TV probe to include Netflix,0.03274350240826607,0.031192678958177567,0.936063826084137
2012-04-23,Netflix: questionable assumptions,0.03777388483285904,0.6679795980453491,0.2942465841770172
2012-04-23,Netflix shares fall 15% on growth worries,0.008373281918466091,0.9698625802993774,0.02176414057612419
2012-07-24,Netflix tumbles after subscriber shortfall,0.012031023390591145,0.9693912863731384,0.018577774986624718
2012-09-17,Investors start to tune out from Netflix,0.05702619627118111,0.16433043777942657,0.7786434292793274
2012-10-03,Short covering boosts Netflix,0.8654749393463135,0.07010635733604431,0.06441870331764221
2012-10-23,Facebook / Netflix – friend management,0.02822689153254032,0.034930482506752014,0.9368426203727722
2012-10-23,Subscriber slowdown hits Netflix,0.012785743921995163,0.9590237140655518,0.028190558776259422
2012-10-31,Icahn interest sparks Netflix rally,0.5630449652671814,0.07494759559631348,0.3620074391365051
2012-11-05,Netflix – question of genre,0.04570653289556503,0.041154731065034866,0.9131386876106262
2012-11-05,Netflix moves to block Icahn,0.09814903885126114,0.17051438987255096,0.7313365340232849
2012-11-07,Netflix story shows need for defences,0.13261935114860535,0.04230272397398949,0.8250779509544373
2012-11-30,Carlos Slim takes aim at Netflix,0.047048185020685196,0.17438925802707672,0.7785625457763672
2012-12-04,Netflix strikes deal for new Disney movies,0.7461321949958801,0.025566959753632545,0.22830089926719666
2012-12-05,Netflix targets the bigger picture,0.05910614877939224,0.015678657218813896,0.9252151846885681
2012-12-07,Netflix draws SEC scrutiny over Facebook post,0.022173268720507622,0.9121843576431274,0.06564237922430038
2012-12-31,Netflix doubles chief’s pay to $4m,0.20717225968837738,0.061913054436445236,0.7309146523475647
2013-01-23,Netflix soars as 2m subscribers added,0.8955579400062561,0.03350314497947693,0.07093887776136398
2013-01-24,Netflix cuts the comedy,0.024064473807811737,0.48371922969818115,0.4922162890434265
2013-01-31,House of Cards helps Netflix cut the cord,0.22534418106079102,0.24261662364006042,0.532039225101471
2013-02-08,Review: Netflix’s House of Cards,0.04728167876601219,0.055495768785476685,0.8972225189208984
2013-04-22,Netflix boosted by original programming,0.18008001148700714,0.021423112601041794,0.7984969615936279
2013-04-22,Netflix: playing its cards right,0.052572574466466904,0.026672611013054848,0.9207548499107361
2013-05-10,Tesla and Netflix: a letter to short sellers,0.04960009083151817,0.02501523494720459,0.9253846406936646
2013-06-17,Netflix picture perfect as US stocks rise,0.5212464332580566,0.16490136086940765,0.3138521611690521
2013-07-22,Netflix shares hit by growth concerns,0.02853306382894516,0.9279811382293701,0.043485864996910095
2013-09-10,Netflix takes a starring role,0.0442778542637825,0.027949003502726555,0.927773118019104
2013-10-14,Aereo / Netflix: frenemies,0.04037955030798912,0.020017631351947784,0.9396028518676758
2013-10-14,Nokia deal will offer free Netflix subscriptions with new models,0.30239713191986084,0.007767558563500643,0.689835250377655
2013-10-21,Netflix beats expectations with 40m subscribers,0.9059774875640869,0.014348765835165977,0.07967373728752136
2013-10-21,Netflix: stay tuned,0.04414384812116623,0.028124859556555748,0.9277313351631165
2013-10-22,Netflix slips back after BofA is turned off by ‘elevated price’,0.07125187665224075,0.867082417011261,0.06166571378707886
2013-11-07,Netflix teams up with Marvel for superheroes series,0.45902159810066223,0.01379135251045227,0.5271870493888855
2013-12-16,Netflix wins rights to air ‘Breaking Bad’ spin-off,0.6747446656227112,0.01503390446305275,0.3102213740348816
2014-01-16,Internet ruling threatens extra costs for Netflix and YouTube,0.01061911229044199,0.9651225805282593,0.024258272722363472
2014-01-22,Netflix subscriber numbers surge,0.039868395775556564,0.03245982527732849,0.9276717305183411
2014-01-22,Netflix: calling the tune,0.04731546714901924,0.03376452997326851,0.9189199805259705
2014-02-06,Old Media v New Media: HBO and Netflix battle it out,0.11498773097991943,0.03947826847434044,0.8455340266227722
2014-02-24,Netflix / Comcast: strange bedfellows,0.029124246910214424,0.07437386363744736,0.8965019583702087
2014-02-24,Netflix to pay Comcast for better speeds,0.3459993004798889,0.01425661239773035,0.6397440433502197
2014-03-20,Netflix targets Comcast over ISP fees,0.03158019855618477,0.01645299606025219,0.9519668221473694
2014-03-21,AT&T hits back at Netflix over ISP fees,0.11752725392580032,0.6920690536499023,0.19040372967720032
2014-03-24,Netflix shares fall on talk of Apple service,0.011865501292049885,0.9351539015769958,0.052980680018663406
2014-04-21,Netflix confident it can double US subscriber base,0.9508638978004456,0.012070243246853352,0.0370657704770565
2014-04-21,Netflix’s profits surge on subscriber growth,0.9470581412315369,0.025799289345741272,0.027142636477947235
2014-04-21,Netflix to lift prices for new subscribers,0.9015851616859436,0.0327761285007,0.0656387060880661
2014-04-21,Netflix ushers in critical week for the Nasdaq 100,0.7134761214256287,0.03341062366962433,0.2531132698059082
2014-04-21,Fast New York Open: Netflix under scrutiny,0.029111813753843307,0.7385870218276978,0.23230110108852386
2014-04-22,Netflix trades barbs over Comcast’s TWC deal,0.04376149922609329,0.020583294332027435,0.9356551766395569
2014-04-22,Comcast hits back at Netflix after TWC bid attack,0.20999684929847717,0.6158649325370789,0.17413826286792755
2014-05-21,Netflix to expand video streaming in Europe,0.8829335570335388,0.006755796726793051,0.1103106364607811
2014-06-17,Netflix switched on by upbeat analyst report,0.4687764346599579,0.07077590376138687,0.4604475796222687
2014-07-21,Netflix: growing up,0.07563071697950363,0.022519301623106003,0.9018499851226807
2014-07-21,International growth takes Netflix past 50m subscribers,0.32640889286994934,0.01113563496619463,0.6624554991722107
2014-09-03,Netflix calls on Batman for global push,0.2730562090873718,0.008316434919834137,0.718627393245697
2014-09-09,Netflix versus the BBC: who makes drama more efficiently?,0.06117900088429451,0.025855232030153275,0.9129657745361328
2014-09-09,A Netflix for independent film fans,0.06830081343650818,0.020862290635704994,0.9108368754386902
2014-09-09,Netflix joins net neutrality protests,0.055854350328445435,0.017769787460565567,0.9263759255409241
2014-09-14,France broadcasters braced for Netflix debut,0.17041078209877014,0.045342326164245605,0.7842468619346619
2014-09-14,Netflix ready for its European close-up,0.10712269693613052,0.01973203383386135,0.8731452822685242
2014-09-15,Bouygues Telecom to offer Netflix service on set-top boxes,0.13403668999671936,0.007963847368955612,0.8579995036125183
2014-09-18,Netflix: Eurovision,0.04075520113110542,0.02351052314043045,0.9357342720031738
2014-09-30,Netflix in deal with BT-backed YouView,0.1793610155582428,0.008014250546693802,0.8126247525215149
2014-09-30,Hollywood feels Netflix’s cutting edge,0.20288804173469543,0.014793186448514462,0.7823187112808228
2014-09-30,Cinemas/Netflix: moving picture,0.029206015169620514,0.03535531461238861,0.9354386925697327
2014-10-15,Netflix shares plunge on profit warning,0.01278587244451046,0.9510937929153442,0.036120325326919556
2014-10-15,HBO/Netflix: tearing down the wall,0.04091018810868263,0.08411067724227905,0.8749791383743286
2014-11-09,"Having signed the multiyear contract, Netflix wants to put Comcast genie back in ‘fast lane’ bottle",0.5466931462287903,0.010114542208611965,0.44319239258766174
2014-11-19,Predictions for 2015: Google to buy Netflix?,0.053346142172813416,0.023859424516558647,0.9227944016456604
2014-12-19,BBC warns of Netflix challenge as it toasts ratings success,0.052717845886945724,0.8730214238166809,0.07426077872514725
2015-01-16,Amazon v Netflix: Gatecrashing,0.023853376507759094,0.038322269916534424,0.9378243088722229
2015-01-21,Netflix to complete global expansion by 2016,0.7329643368721008,0.007599757518619299,0.2594360113143921
2015-01-21,"Netflix: content now, cash later",0.04612139239907265,0.024378003552556038,0.9295005798339844
2015-03-06,"‘House of Cards’, ‘Better Call Saul’, Netflix",0.06330163031816483,0.053747307509183884,0.882951021194458
2015-04-13,Netflix leads S&P 500 on upgrade,0.6207123398780823,0.02506493777036667,0.35422268509864807
2015-04-16,Netflix shares surge on bumper subscriber figures,0.9217268824577332,0.04416995123028755,0.0341031476855278
2015-04-16,Netflix: foreign policy,0.024204891175031662,0.048634421080350876,0.9271607398986816
2015-05-05,Netflix challenges AT&T’s $48bn DirecTV deal,0.8214736580848694,0.03400763124227524,0.14451879262924194
2015-05-26,"The productivity pinch, Netflix non-fiction, a manifesto against meetings",0.03892838954925537,0.18523788452148438,0.775833785533905
2015-06-10,Stock-split plan pushes Netflix shares to record level,0.8621428608894348,0.03529345244169235,0.10256361961364746
2015-06-24,"Carl Icahn sells out of Netflix, touts Apple instead",0.021804330870509148,0.11769355833530426,0.8605020642280579
2015-06-25,Icahn / Netflix: wrong call,0.017728617414832115,0.8253163695335388,0.15695497393608093
2015-07-13,Netflix climbs 4% as analysts predict overseas market doubling,0.9354426264762878,0.029752057045698166,0.034805379807949066
2015-07-15,Netflix dashes past 65m subscriptions,0.6275717616081238,0.02172076515853405,0.3507075011730194
2015-07-16,Star TV and Eros lead race to head off Netflix threat in India,0.6669904589653015,0.13941502571105957,0.19359461963176727
2015-07-16,Netflix: face off,0.038843784481287,0.06447437405586243,0.8966817855834961
2015-07-30,Netflix’s global ambitions provide a lesson for HBO,0.20148567855358124,0.010955608449876308,0.7875586748123169
2015-08-06,Netflix blazes a trail in paid parental leave,0.2473859339952469,0.022516679018735886,0.7300974130630493
2015-08-10,Netflix needs to devote time to nurturing its new baby,0.19992408156394958,0.010199681855738163,0.7898762226104736
2015-08-31,Netflix: Burden of empire,0.03748706355690956,0.07267982512712479,0.8898330926895142
2015-09-01,Japan offers Netflix its Asian debut,0.26805436611175537,0.007899144664406776,0.7240465879440308
2015-09-17,BBC to launch Netflix-style service in US,0.11888166517019272,0.01144619844853878,0.8696721792221069
2015-09-17,Television executives signal a shift in relationship with Netflix,0.3397674262523651,0.11249884217977524,0.547733724117279
2015-10-14,Netflix blames chip-and-pin rollout for sluggish US subscriber growth,0.00974827166646719,0.9691435694694519,0.021108167245984077
2015-10-18,Pressure builds on Netflix to cash in on its streaming land grab,0.06502287089824677,0.9079160094261169,0.02706114389002323
2015-10-26,‘Netflix of India’ shares plunge 20% on fears over growth rates,0.01198426354676485,0.9576659798622131,0.03034975193440914
2015-11-18,"Netflix takes aim at emerging markets, with India in the bull’s eye",0.13905762135982513,0.011105378158390522,0.8498369455337524
2016-01-04,Netflix falls amid US subscriber worries,0.026183901354670525,0.9470110535621643,0.02680499479174614
2016-01-04,Netflix shares tumble on tough day for US stocks,0.015809105709195137,0.9414426684379578,0.04274829477071762
2016-01-06,Netflix shares jump as streaming site expands,0.5816816687583923,0.25131481885910034,0.1670035719871521
2016-01-06,CES 2016: Netflix launches in 130 new markets,0.3824440836906433,0.008919921703636646,0.6086360812187195
2016-01-06,"Netflix targets India, Russia in global push",0.11873771995306015,0.00794898346066475,0.8733132481575012
2016-01-07,Netflix: chill,0.03455501049757004,0.0274469293653965,0.9379981160163879
2016-01-07,#techFT – Netflix goes global (ex. China),0.046330004930496216,0.024575404822826385,0.9290945529937744
2016-01-19,Netflix brings back the Frank Underwood bond,0.11760683357715607,0.02470293641090393,0.8576902151107788
2016-01-19,Netflix shares pop as overseas subscribers jump,0.6676073670387268,0.2931390404701233,0.039253611117601395
2016-01-20,Kenya film board brands Netflix a security threat,0.02254493348300457,0.9140609502792358,0.06339406222105026
2016-01-20,Kenya threatens to ban Netflix over ‘inappropriate content’,0.016680724918842316,0.906145453453064,0.07717379927635193
2016-01-25,iROKOtv investors back ‘Netflix of Africa’ with $19m funding,0.7233473658561707,0.02294881083071232,0.2537038028240204
2016-03-11,Millennial online dating: It’s cheap to Netflix and chill,0.03772987797856331,0.025666644796729088,0.9366035461425781
2016-04-10,Disney-Netflix: a costly cure-all ,0.07245367765426636,0.026730414479970932,0.9008159637451172
2016-04-18,Amazon standalone video streaming launch ramps up Netflix fight,0.9464631676673889,0.01877479813992977,0.03476204723119736
2016-04-18,Netflix slides amid weak subscriber growth outlook,0.012981047853827477,0.9720845222473145,0.014934483915567398
2016-04-18,Netflix sets sights on 100m subscribers,0.49825847148895264,0.012824104167521,0.48891741037368774
2016-04-18,Why investors are disappointed in Netflix,0.04722818359732628,0.17335548996925354,0.7794163227081299
2016-04-19,Amazon and Netflix lock horns in streaming battle,0.158059760928154,0.029948465526103973,0.8119917511940002
2016-04-19,Netflix plunges as subscribers tune out,0.010656509548425674,0.961708128452301,0.02763526700437069
2016-04-19,#techFT – Red is the new black for Netflix,0.07466119527816772,0.01586904376745224,0.9094697833061218
2016-04-19,Netflix: Red peril,0.034001175314188004,0.1535559743642807,0.8124428391456604
2016-05-18,Netflix and Amazon face EU quota threat,0.03871515765786171,0.19464164972305298,0.7666431665420532
2016-06-06,Netflix to make first original series in India,0.11748488247394562,0.011872678063809872,0.870642364025116
2016-07-08,Netflix: laying cable,0.04838380590081215,0.02714771404862404,0.9244683980941772
2016-07-08,“Previously nicknamed the ‘Uber’ or ‘Netflix’ of air travel…”,0.080507792532444,0.0568084716796875,0.8626837134361267
2016-07-18,Netflix’s slowing subscriber growth: 2 charts,0.013500756584107876,0.9651620984077454,0.02133723348379135
2016-07-18,Netflix: square eyes,0.03642715886235237,0.05132763087749481,0.9122451543807983
2016-07-18,Netflix shares tumble on downbeat subscriber outlook,0.008816245011985302,0.969129741191864,0.0220539178699255
2016-07-19,Netflix slides after net new subscriber numbers fall short,0.015113811008632183,0.9655857086181641,0.019300390034914017
2016-07-26,‘Netflix of China’ to buy US budget TV maker for $2bn,0.20435792207717896,0.008702317252755165,0.786939799785614
2016-07-31,From ‘Netflix of Nigeria’ to ‘Nollywood’ producer,0.068977952003479,0.025260668247938156,0.9057614207267761
2016-10-10,"Netflix sale unlikely, Deutsche Bank says",0.04117308184504509,0.02526402845978737,0.9335629343986511
2016-10-17,Netflix shares jump 20% on strong subscriber growth,0.9521846771240234,0.02005280926823616,0.02776256576180458
2016-10-17,Netflix: stranger things,0.033351313322782516,0.08663946390151978,0.8800092339515686
2016-10-18,Netflix shares soar on subscriber growth,0.9381015300750732,0.02590690180659294,0.03599165752530098
2016-10-18,Netflix shares poised for best day since 2013,0.710264265537262,0.048979539424180984,0.24075622856616974
2016-10-24,AT&T outlines plan to take on Netflix in digital video,0.1304810792207718,0.008406062610447407,0.8611128926277161
2016-10-24,AT&T aims at Netflix; Mistry ousted; Walloons sink Ceta,0.03874054551124573,0.025414861738681793,0.9358446002006531
2016-11-02,The Crown — review of Netflix’s £100m series about the royals,0.15282373130321503,0.050174616277217865,0.7970016598701477
2016-12-19,The OA — Netflix’s surreal and binge-watchable new sci-fi series,0.40358465909957886,0.0208407174795866,0.5755746364593506
2017-01-18,Netflix shares pop as subscriber growth tops estimates,0.9345775246620178,0.03431033715605736,0.031112130731344223
2017-01-18,Netflix on track to hit 100m customers after record growth,0.8939175605773926,0.012355565093457699,0.09372683614492416
2017-01-19,"Netflix: square eyes, strong jaw",0.13370393216609955,0.02064916118979454,0.845646858215332
2017-03-01,Netflix increases investment in European TV content,0.9326989054679871,0.010465663857758045,0.05683542788028717
2017-03-10,Netflix seeks European crown in local content push,0.5324798822402954,0.008720912970602512,0.45879924297332764
2017-04-17,Netflix nears 100m subscriber milestone,0.4811343252658844,0.013636364601552486,0.5052292943000793
2017-04-17,Netflix nears 100m subscribers despite slower-than-expected growth,0.9472201466560364,0.023002702742815018,0.029777105897665024
2017-04-18,"Netflix: walleyed Premium
 content",0.04286495968699455,0.020598452538251877,0.9365366101264954
2017-04-26,Netflix to raise debut euro bond,0.5859357118606567,0.027761099860072136,0.38630324602127075
2017-04-26,Netflix’s debut European bond sale draws heavy demand,0.5062462687492371,0.18551000952720642,0.3082437217235565
2017-05-02,"Dear White People, Netflix — astute and important",0.21529820561408997,0.011268106289207935,0.7734337449073792
2017-05-18,Smith defends Netflix debut at Cannes,0.09841269999742508,0.023196356371045113,0.8783909678459167
2017-05-19,Director David Michôd on the Netflix effect,0.07843770831823349,0.045142047107219696,0.8764201998710632
